timestamp,arm_x,arm_y,arm_z,leg_x,leg_y,leg_z
553543693,0.10,-0.18,0.68,1.03,0.38,-0.34
553553593,0.08,-0.17,0.66,1.02,0.43,-0.32
553563593,0.10,-0.20,0.66,1.01,0.43,-0.30
553573598,0.09,-0.27,0.64,0.99,0.43,-0.28
553583594,0.12,-0.39,0.65,0.97,0.85,-0.22
553593677,0.12,-0.47,0.66,1.00,1.82,-0.36
553603588,0.08,-0.49,0.69,2.03,0.71,-0.30
553613591,0.04,-0.44,0.71,1.57,-0.90,-0.16
553623620,0.02,-0.36,0.71,1.12,-1.25,0.15
553633589,-0.00,-0.30,0.72,1.17,-0.45,-0.18
553643673,-0.02,-0.27,0.74,1.40,0.20,-0.32
553653589,0.00,-0.29,0.79,1.40,0.09,-0.16
553663590,0.05,-0.32,0.82,1.11,-0.17,0.06
553673597,0.10,-0.36,0.83,0.94,-0.07,-0.07
553683589,0.13,-0.45,0.81,0.89,0.15,-0.28
553693673,0.17,-0.51,0.80,0.81,0.27,-0.36
553703589,0.19,-0.51,0.76,0.79,0.21,-0.48
553713592,0.21,-0.51,0.71,0.85,0.04,-0.55
553723615,0.20,-0.45,0.67,0.84,0.06,-0.46
553733591,0.18,-0.39,0.61,0.82,0.06,-0.36
553745701,0.15,-0.33,0.58,0.87,0.09,-0.36
553755590,0.12,-0.30,0.56,0.98,0.11,-0.32
553765594,0.07,-0.29,0.56,1.02,0.09,-0.22
553775596,0.04,-0.35,0.60,1.03,0.09,-0.27
553785591,0.05,-0.46,0.64,1.11,0.05,-0.34
553795670,0.07,-0.57,0.69,1.12,0.10,-0.32
553805653,0.07,-0.64,0.71,1.09,0.11,-0.35
553815679,0.05,-0.64,0.72,1.07,0.12,-0.39
553825636,0.04,-0.57,0.73,1.04,0.14,-0.37
553835588,0.04,-0.52,0.75,1.04,0.11,-0.39
553845673,0.08,-0.50,0.75,1.07,0.09,-0.42
553855590,0.13,-0.50,0.76,1.04,0.05,-0.43
553865634,0.19,-0.54,0.77,1.04,0.04,-0.44
553875597,0.23,-0.57,0.80,1.02,0.06,-0.40
553885589,0.28,-0.62,0.82,0.99,0.04,-0.37
553895669,0.36,-0.69,0.84,0.98,0.04,-0.36
553905590,0.44,-0.72,0.83,0.95,0.02,-0.35
553915595,0.46,-0.73,0.82,0.95,0.02,-0.33
553925643,0.50,-0.69,0.79,0.95,0.02,-0.33
553935588,0.53,-0.66,0.75,0.93,0.01,-0.31
553947596,0.53,-0.64,0.75,0.91,0.00,-0.30
553957591,0.52,-0.66,0.76,0.93,0.02,-0.28
553967590,0.52,-0.72,0.79,0.94,0.05,-0.27
553977592,0.50,-0.83,0.83,0.95,0.09,-0.23
553987590,0.48,-0.94,0.84,0.98,0.14,-0.20
553997592,0.46,-1.00,0.86,0.98,0.14,-0.20
554007651,0.44,-1.00,0.88,0.96,0.12,-0.22
554017605,0.42,-0.95,0.85,0.95,0.11,-0.29
554027627,0.39,-0.87,0.84,0.98,0.12,-0.30
554037587,0.38,-0.76,0.80,1.01,0.16,-0.33
554047590,0.37,-0.69,0.77,1.02,0.15,-0.34
554057632,0.37,-0.69,0.77,1.02,0.17,-0.33
554067596,0.35,-0.70,0.76,1.00,0.17,-0.32
554077605,0.34,-0.78,0.76,0.98,0.16,-0.30
554087590,0.36,-0.89,0.78,0.97,0.15,-0.27
554097591,0.39,-0.99,0.83,0.96,0.12,-0.25
554107610,0.42,-0.98,0.85,0.98,0.10,-0.27
554117607,0.43,-0.90,0.86,1.00,0.08,-0.29
554127609,0.44,-0.79,0.83,1.00,0.06,-0.30
554137604,0.43,-0.74,0.82,0.98,0.02,-0.32
554149594,0.42,-0.74,0.82,0.98,0.00,-0.33
554159592,0.42,-0.79,0.85,0.98,-0.02,-0.32
554169683,0.43,-0.84,0.85,0.99,-0.04,-0.33
554179600,0.42,-0.84,0.83,1.04,-0.06,-0.36
554189590,0.38,-0.81,0.81,1.06,-0.20,-0.54
554199590,0.34,-0.79,0.78,1.23,-0.24,-0.61
554209652,0.30,-0.79,0.79,1.33,-0.24,-0.64
554219708,0.27,-0.79,0.78,1.19,-0.23,-0.54
554229594,0.29,-0.78,0.78,1.16,-0.21,-0.46
554239609,0.31,-0.71,0.74,1.14,-0.20,-0.46
554249593,0.34,-0.61,0.68,1.25,-0.05,-0.54
554259637,0.34,-0.48,0.63,1.41,0.18,-0.37
554269708,0.36,-0.39,0.59,1.52,0.43,-0.25
554279592,0.37,-0.37,0.55,1.51,0.41,-0.23
554289591,0.36,-0.41,0.58,1.46,0.33,-0.23
554299592,0.39,-0.48,0.58,1.36,0.24,-0.25
554309592,0.38,-0.50,0.57,1.16,0.29,-0.27
554319675,0.34,-0.46,0.54,1.06,0.36,-0.31
554329642,0.33,-0.39,0.50,0.89,0.40,-0.31
554339598,0.30,-0.31,0.47,0.80,0.43,-0.29
554351603,0.24,-0.25,0.45,0.84,0.45,-0.17
554361592,0.20,-0.19,0.45,0.80,0.42,-0.09
554371602,0.16,-0.15,0.47,0.71,0.48,-0.04
554381587,0.14,-0.14,0.49,0.74,0.23,-0.19
554391586,0.13,-0.17,0.54,0.75,0.19,-0.13
554401590,0.13,-0.27,0.59,0.73,0.29,-0.03
554411651,0.18,-0.37,0.62,0.67,0.29,-0.01
554421611,0.20,-0.38,0.60,0.68,0.23,-0.06
554431602,0.18,-0.29,0.53,0.69,0.21,-0.05
554441597,0.16,-0.22,0.50,0.73,0.23,-0.02
554451608,0.14,-0.22,0.48,0.73,0.24,-0.00
554461638,0.14,-0.25,0.47,0.73,0.24,-0.02
554471589,0.13,-0.30,0.50,0.70,0.24,-0.01
554481585,0.12,-0.36,0.57,0.70,0.24,-0.01
554491583,0.14,-0.41,0.62,0.69,0.22,-0.01
554501582,0.18,-0.48,0.70,0.67,0.23,-0.00
554511585,0.20,-0.51,0.71,0.68,0.23,-0.01
554521618,0.22,-0.51,0.71,0.68,0.21,-0.02
554531588,0.22,-0.46,0.69,0.68,0.21,-0.04
554541595,0.24,-0.43,0.64,0.68,0.20,-0.04
554553591,0.25,-0.41,0.61,0.68,0.20,-0.03
554563586,0.27,-0.39,0.57,0.71,0.23,-0.02
554573585,0.28,-0.37,0.53,0.72,0.24,-0.04
554583584,0.26,-0.35,0.53,0.74,0.22,-0.05
554593606,0.24,-0.35,0.55,0.75,0.21,-0.07
554603587,0.22,-0.39,0.63,0.77,0.22,-0.07
554613664,0.25,-0.46,0.68,0.77,0.25,-0.09
554623622,0.27,-0.55,0.74,0.79,0.28,-0.12
554633588,0.29,-0.59,0.76,0.79,0.32,-0.16
554643604,0.28,-0.55,0.72,0.83,0.37,-0.19
554653583,0.26,-0.45,0.65,0.84,0.40,-0.21
554663614,0.24,-0.37,0.59,0.86,0.44,-0.24
554673626,0.22,-0.31,0.55,0.86,0.49,-0.26
554683584,0.22,-0.31,0.55,0.87,0.54,-0.29
554693601,0.20,-0.31,0.54,0.88,0.58,-0.32
554703584,0.21,-0.34,0.54,0.91,0.61,-0.35
554713584,0.22,-0.37,0.58,0.94,0.62,-0.37
554723612,0.23,-0.46,0.61,0.97,0.63,-0.38
554733589,0.25,-0.59,0.67,0.99,0.60,-0.40
554743621,0.27,-0.72,0.69,0.98,0.55,-0.39
